,name,countries,country codes alpha 3,endangerment,speakers,latitude,longitude
1648,Moghol,Afghanistan,AFG,Critically endangered,200.0,34.3569,61.5875
1649,Ningalami,Afghanistan,AFG,Severely endangered,200.0,35.2355,71.51
1650,Northern Alta,Philippines,PHL,Severely endangered,200.0,15.7162,121.4085
1651,Numbani,Papua New Guinea,PNG,Vulnerable,200.0,-7.5177,147.2991
1652,Nung Ven,Viet Nam,VNM,Vulnerable,200.0,23.15,105.2166
1653,Ongamo,Kenya,KEN,Critically endangered,200.0,-2.932,37.4853
1654,Orejón,Peru,PER,Severely endangered,200.0,-2.7674,-72.9492
1655,Pacific Gulf Yupik,United States of America,USA,Severely endangered,200.0,58.1938,-155.6542
1656,Pipil,El Salvador,SLV,Critically endangered,200.0,13.722,-89.7195
1657,Saisiyat,China,CHN,Severely endangered,200.0,24.5977,121.0762
1658,Sauk-Fox,United States of America,USA,Critically endangered,200.0,41.9637,-92.5768
1659,Sepa,Papua New Guinea,PNG,Vulnerable,200.0,-4.3245,144.9755
1660,Shark Bay,Vanuatu,VUT,Vulnerable,200.0,-15.2987,167.1459
1661,Southern Chocho,Mexico,MEX,Severely endangered,200.0,17.6608,-97.335
1662,Theen,Lao People's Democratic Republic,LAO,Severely endangered,200.0,20.2022,102.8538
1663,Töitschu,Italy,ITA,Severely endangered,200.0,45.6913,7.8682
1664,|Xaise,Botswana,BWA,Critically endangered,200.0,-21.2458,26.1776
1665,Beaver,Canada,CAN,Definitely endangered,195.0,56.481,-121.8831
1666,Nootka,Canada,CAN,Severely endangered,185.0,49.2818,-126.0627
1667,Tipai (Mexico),Mexico,MEX,Severely endangered,184.0,32.0,-116.1166
1668,Uru-eu-au-au,Brazil,BRA,Vulnerable,183.0,-11.6852,-63.6547
1669,Eastern Chocho,Mexico,MEX,Severely endangered,181.0,17.7223,-97.3213
1670,Bahonsuai,Indonesia,IDN,Definitely endangered,180.0,-2.2186,121.6845
1671,Bedoanas,Indonesia,IDN,Vulnerable,180.0,-2.7263,132.5582
1672,Jarawára,Brazil,BRA,Vulnerable,180.0,-7.2153,-65.0115
1673,Keder,Indonesia,IDN,Severely endangered,180.0,-2.043,139.0979
1674,Straits Salish,"Canada, United States of America","CAN, USA",Severely endangered,180.0,48.4457,-123.4205
1675,Zo'é,Brazil,BRA,Vulnerable,177.0,0.7909,-57.1289
1676,Central Ojibwe,Canada,CAN,Definitely endangered,175.0,50.2275,-86.9635
1677,Kuurinji,Australia,AUS,Definitely endangered,175.0,-18.1047,129.8474
1678,Mwatebu,Papua New Guinea,PNG,Definitely endangered,166.0,-10.0202,151.0537
1679,Zazao,Solomon Islands,SLB,Critically endangered,166.0,-8.1832,159.2269
1680,"Zapotec of the Southern mountains, northwest lowlands",Mexico,MEX,Definitely endangered,164.0,16.6333,-96.95
1681,Pije,New Caledonia (France),NCL,Severely endangered,161.0,-20.7869,164.9487
1682,Aweti,Brazil,BRA,Vulnerable,160.0,-12.2053,-53.3705
1683,Koro,Vanuatu,VUT,Definitely endangered,160.0,-14.3242,167.4728
1684,Meriam Mir,Australia,AUS,Definitely endangered,160.0,-9.9201,144.0472
1685,Onjab,Papua New Guinea,PNG,Vulnerable,160.0,-9.2973,149.1613
1686,Tsimshian,Canada,CAN,Critically endangered,160.0,54.5016,-130.3832
1687,Chihuahua Lower Pima,Mexico,MEX,Definitely endangered,159.0,28.686,-106.1378
1688,Sonora Lower Pima,Mexico,MEX,Severely endangered,159.0,28.3716,-108.9265
1689,Kaska,Canada,CAN,Severely endangered,155.0,61.9751,-132.4544
1690,Aikana,Brazil,BRA,Definitely endangered,150.0,-12.651,-60.3918
1691,Aleut (Eastern),United States of America,USA,Critically endangered,150.0,54.7212,-164.4433
1692,Aleut (Western),United States of America,USA,Severely endangered,150.0,52.2304,-174.1978
1693,Amblong,Vanuatu,VUT,Definitely endangered,150.0,-15.4933,166.9846
1694,Arguni,Indonesia,IDN,Vulnerable,150.0,-2.6632,132.5418
1695,Assiniboine (United States of America),United States of America,USA,Critically endangered,150.0,48.4466,-114.8783
1696,Baki,Vanuatu,VUT,Vulnerable,150.0,-16.7013,168.145
1697,Cacua,Colombia,COL,Severely endangered,150.0,0.9166,-69.5
1698,Camarines Norte Agta,Philippines,PHL,Severely endangered,150.0,14.0135,122.8873
1699,Cubeo (Brazil),Brazil,BRA,Definitely endangered,150.0,1.2713,-67.8076
1700,Gwich'in (United States of America),United States of America,USA,Severely endangered,150.0,68.1171,-145.5173
1701,Hiw,Vanuatu,VUT,Definitely endangered,150.0,-13.1343,166.5671
1702,Katxuyana-Xikuyána,Brazil,BRA,Vulnerable,150.0,2.043,-55.4589
1703,Ket,Russian Federation,RUS,Severely endangered,150.0,62.6236,87.7148
1704,Koyukon,United States of America,USA,Critically endangered,150.0,66.3375,-151.1608
1705,Malmariv,Vanuatu,VUT,Vulnerable,150.0,-15.2656,166.9104
1706,Mt. Iraya Agta,Philippines,PHL,Definitely endangered,150.0,13.459,123.5467
1707,Ocaina (Peru),Peru,PER,Critically endangered,150.0,-2.8552,-71.9824
1708,Papapana,Papua New Guinea,PNG,Definitely endangered,150.0,-5.8974,155.2505
1709,Quechan,United States of America,USA,Definitely endangered,150.0,32.7279,-114.7255
1710,Southern Ayta,Philippines,PHL,Critically endangered,150.0,13.027,124.1549
1711,Tundra Yukagir,Russian Federation,RUS,Critically endangered,150.0,69.1654,154.4732
1712,Tupari,Brazil,BRA,Definitely endangered,150.0,-12.0876,-62.4792
1713,Wari,Indonesia,IDN,Definitely endangered,150.0,-3.2173,138.4497
1714,Yavapai,United States of America,USA,Severely endangered,150.0,34.5638,-112.4453
1715,Mlabri,"Lao People's Democratic Republic, Thailand","LAO, THA",Definitely endangered,149.0,18.4796,101.0961
1716,Negidal,Russian Federation,RUS,Critically endangered,147.0,52.942,139.779
1717,Suarmin,Papua New Guinea,PNG,Definitely endangered,145.0,-5.0526,141.9818
1718,Kickapoo (Mexico),Mexico,MEX,Critically endangered,144.0,28.0,-101.75
1719,Wab,Papua New Guinea,PNG,Vulnerable,142.0,-5.6296,146.39
1720,Motocintlec,Mexico,MEX,Critically endangered,141.0,15.3709,-92.2484
1721,Dengalu,Papua New Guinea,PNG,Definitely endangered,140.0,-7.0572,146.3598
1722,Dimbong,Cameroon,CMR,Critically endangered,140.0,4.7078,10.6567
1723,Kunbarlang,Australia,AUS,Severely endangered,140.0,-12.0661,134.0661
1724,Machineri (Bolivia),Bolivia (Plurinational State of),BOL,Severely endangered,140.0,-11.146,-69.0161
1725,Taworta,Indonesia,IDN,Vulnerable,140.0,-3.2776,138.7902
1726,ǂHoa,Botswana,BWA,Critically endangered,140.0,-24.1668,24.4885
1727,Handuri,India,IND,Critically endangered,138.0,31.0011,77.3107
1728,Suruahá,Brazil,BRA,Vulnerable,136.0,-6.8828,-66.9726
1729,Kutenai,"Canada, United States of America","CAN, USA",Severely endangered,135.0,49.6467,-115.7372
1730,Nauna,Papua New Guinea,PNG,Vulnerable,130.0,-2.2159,148.1986
1731,Okanagan,"Canada, United States of America","CAN, USA",Definitely endangered,130.0,50.3059,-119.3228
1732,Piu,Papua New Guinea,PNG,Definitely endangered,130.0,-6.9591,146.4257
1733,Ocaina (Colombia),Colombia,COL,Severely endangered,126.0,-2.0,-71.5
1734,Yuki,Bolivia (Plurinational State of),BOL,Severely endangered,125.0,-16.2463,-65.0061
1735,Asurini do Xingu,Brazil,BRA,Vulnerable,124.0,-3.9095,-52.4707
1736,Nahukwa,Brazil,BRA,Definitely endangered,124.0,-12.1043,-53.2944
1737,Aputai,Indonesia,IDN,Critically endangered,120.0,-7.6511,126.4086
1738,Budibud,Papua New Guinea,PNG,Vulnerable,120.0,-9.2973,153.6891
1739,Capanahua,Peru,PER,Severely endangered,120.0,-6.5991,-74.2895
1740,Dâw,Brazil,BRA,Vulnerable,120.0,0.2197,-68.7744
1741,Ili Turk,China,CHN,Severely endangered,120.0,44.0244,81.145
1742,Lamu,China,CHN,Critically endangered,120.0,26.2434,100.8654
1743,Obokuitai,Indonesia,IDN,Vulnerable,120.0,-2.9046,138.0816
1744,Polonomombauk,Vanuatu,VUT,Definitely endangered,120.0,-15.4907,167.0814
1745,Samre,Cambodia,KHM,Critically endangered,120.0,12.1166,103.0833
1746,Tutuba,Vanuatu,VUT,Definitely endangered,120.0,-15.5727,167.275
1747,Northern Tutchone,Canada,CAN,Definitely endangered,115.0,62.8255,-136.5838
1748,Dubu,Indonesia,IDN,Vulnerable,110.0,-3.5134,140.8612
1749,Haisla,Canada,CAN,Critically endangered,110.0,53.9745,-128.6443
1750,Heiltsuk,Canada,CAN,Critically endangered,105.0,52.1591,-128.1546
1751,Kwegu,Ethiopia,ETH,Critically endangered,103.0,5.4191,36.0791
1752,Adnyamathanha,Australia,AUS,Definitely endangered,100.0,-30.6,138.6035
1753,Ainbai,Papua New Guinea,PNG,Severely endangered,100.0,-3.1,141.2
1754,Arem,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Severely endangered,100.0,18.1771,105.3369
1755,Banawá Yafi,Brazil,BRA,Vulnerable,100.0,-6.6427,-64.5996
1756,Bara (Colombia),Colombia,COL,Critically endangered,100.0,0.05,-70.1733
1757,Bikaru,Papua New Guinea,PNG,Severely endangered,100.0,-4.8,143.0
1758,Boor,Chad,TCD,Critically endangered,100.0,10.2149,17.3721
1759,Burate,Indonesia,IDN,Severely endangered,100.0,-2.7811,135.9915
1760,Callahuaya,Bolivia (Plurinational State of),BOL,Critically endangered,100.0,-15.1357,-69.1699
1761,Comanche,United States of America,USA,Severely endangered,100.0,34.6086,-98.3904
1762,Dabra,Indonesia,IDN,Vulnerable,100.0,-3.4092,139.0209
1763,Djinang,Australia,AUS,Definitely endangered,100.0,-12.3507,135.1098
1764,Dulbu,Nigeria,NGA,Critically endangered,100.0,9.985,10.0579
1765,Ghomara,Morocco,MAR,Critically endangered,100.0,35.0108,-5.5151
1766,Itelmen,Russian Federation,RUS,Critically endangered,100.0,57.1496,156.9012
1767,Jebero,Peru,PER,Critically endangered,100.0,-5.3097,-75.9814
1768,Jilbe,Nigeria,NGA,Critically endangered,100.0,11.749,14.5458
1769,Kalamo,Papua New Guinea,PNG,Severely endangered,100.0,-6.7,142.5
1770,Kanowit,Malaysia,MYS,Severely endangered,100.0,2.0652,112.1489
1771,Karas,Indonesia,IDN,Severely endangered,100.0,-3.4585,132.6599
1772,Kiong,Nigeria,NGA,Critically endangered,100.0,5.2906,8.3523
1773,Kofei,Indonesia,IDN,Severely endangered,100.0,-2.3833,136.7907
1774,Likum,Papua New Guinea,PNG,Definitely endangered,100.0,-2.1651,146.6921
1775,Maricopa,United States of America,USA,Severely endangered,100.0,33.3772,-112.1676
1776,Mohave (Arizona),United States of America,USA,Severely endangered,100.0,34.0231,-114.5045
1777,Mohave (California),United States of America,USA,Severely endangered,100.0,34.6905,-114.598
1778,Molo,Sudan,SDN,Critically endangered,100.0,10.898,34.2773
1779,Mulao,China,CHN,Severely endangered,100.0,26.5851,107.9524
1780,Mvanip,Nigeria,NGA,Critically endangered,100.0,6.7027,11.2225
1781,Nafi,Papua New Guinea,PNG,Severely endangered,100.0,-6.3999,146.802
1782,Nemadi,Mauritania,MRT,Critically endangered,100.0,18.4118,-9.4482
1783,Ninam (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,100.0,4.5435,-63.5668
1784,Omagua (Peru),Peru,PER,Critically endangered,100.0,-4.0724,-73.103
1785,Oroch,Russian Federation,RUS,Critically endangered,100.0,49.1781,139.7625
1786,Oroha,Solomon Islands,SLB,Severely endangered,100.0,-9.7686,161.51
1787,Pauwi,Indonesia,IDN,Vulnerable,100.0,-1.8151,137.8193
1788,Piame,Papua New Guinea,PNG,Severely endangered,100.0,-4.9,142.85
1789,Pyu,Indonesia,IDN,Severely endangered,100.0,-4.5,140.9
1790,Ruga,India,IND,Critically endangered,100.0,25.2844,90.4614
1791,Sahaptin,United States of America,USA,Severely endangered,100.0,44.7712,-121.2871
1792,Samatao,China,CHN,Critically endangered,100.0,24.9359,102.7935
1793,Seneca (United States of America),United States of America,USA,Severely endangered,100.0,42.3291,-78.868
1794,Senggi,Indonesia,IDN,Vulnerable,100.0,-3.4339,140.7685
1795,Shawnee,United States of America,USA,Severely endangered,100.0,35.359,-96.9298
1796,Shiwiar,Ecuador,ECU,Severely endangered,100.0,-2.2186,-76.8164
1797,Shompen,India,IND,Critically endangered,100.0,7.0245,93.8232
1798,Soo,Uganda,UGA,Critically endangered,100.0,2.161,34.5986
1799,Tai Nora,India,IND,Critically endangered,100.0,26.8485,94.5648
1800,Tai Rong,India,IND,Critically endangered,100.0,26.9024,94.757
1801,Tangam,India,IND,Critically endangered,100.0,29.1473,94.5538
1802,Tariana (Brazil),Brazil,BRA,Critically endangered,100.0,0.9228,-67.5439
1803,Tirahi,Afghanistan,AFG,Critically endangered,100.0,34.3139,70.3729
1804,"Ute (Colorado, Southern Ute)",United States of America,USA,Severely endangered,100.0,37.115,-107.6331
1805,Vehes,Papua New Guinea,PNG,Severely endangered,100.0,-6.9427,146.9311
1806,Wik Ngathan,Australia,AUS,Definitely endangered,100.0,-14.9561,141.8884
1807,Xokleng,Brazil,BRA,Critically endangered,100.0,-26.5522,-49.0779
1808,Yangkam,Nigeria,NGA,Critically endangered,100.0,9.1048,9.8904
1809,Yarawata,Papua New Guinea,PNG,Severely endangered,98.0,-4.9377,145.4946
1810,O'odham (Mexico),Mexico,MEX,Definitely endangered,94.0,31.5188,-112.7472
1811,Samosa,Papua New Guinea,PNG,Severely endangered,94.0,-5.0116,145.5386
1812,Mindiri,Papua New Guinea,PNG,Severely endangered,93.0,-5.5517,146.1538
1813,Usu,Papua New Guinea,PNG,Severely endangered,93.0,-5.2851,145.4974
1814,Iteri,Papua New Guinea,PNG,Severely endangered,90.0,-4.0807,141.5039
1815,Ngarinyin,Australia,AUS,Definitely endangered,90.0,-16.9096,125.4199
1816,Repanbitip,Vanuatu,VUT,Definitely endangered,90.0,-16.3155,167.6026
1817,Tofanma,Indonesia,IDN,Vulnerable,90.0,-3.5675,140.7925
1818,Taiap,Papua New Guinea,PNG,Severely endangered,89.0,-4.1,144.5
1819,Kusunda,Nepal,NPL,Critically endangered,87.0,27.9275,84.2866
1820,Patamona (Brazil),Brazil,BRA,Vulnerable,87.0,4.5216,-60.3808
1821,Xiri,South Africa,ZAF,Critically endangered,87.0,-31.3924,21.0498
1822,Narau,Indonesia,IDN,Severely endangered,85.0,-3.3818,139.8202
1823,Ak,Papua New Guinea,PNG,Severely endangered,83.0,-3.6093,141.6604
1824,Araona,Bolivia (Plurinational State of),BOL,Severely endangered,81.0,-12.4473,-68.1372
1825,Ari,Papua New Guinea,PNG,Severely endangered,80.0,-8.0,142.4
1826,Assiniboine (Canada),Canada,CAN,Critically endangered,80.0,50.3536,-103.4841
1827,Dorro,Papua New Guinea,PNG,Severely endangered,80.0,-9.1834,141.8994
1828,Gong,Thailand,THA,Severely endangered,80.0,15.088,99.523
1829,Itik,Indonesia,IDN,Vulnerable,80.0,-2.3181,139.148
1830,Mari,Papua New Guinea,PNG,Severely endangered,80.0,-9.0478,141.8994
1831,Pwapwa,New Caledonia (France),NCL,Severely endangered,80.0,-20.8074,164.5367
1832,Somm,Papua New Guinea,PNG,Definitely endangered,80.0,-6.1296,146.4642
1833,Tobati,Indonesia,IDN,Severely endangered,80.0,-2.6059,140.7997
1834,Moré,Bolivia (Plurinational State of),BOL,Critically endangered,76.0,-12.0822,-64.9731
1835,Mores,Vanuatu,VUT,Severely endangered,75.0,-15.3583,166.8988
1836,Musan,Papua New Guinea,PNG,Severely endangered,75.0,-4.0355,141.361
1837,Papi,Papua New Guinea,PNG,Severely endangered,75.0,-4.5,142.0
1838,Sarcee,Canada,CAN,Critically endangered,75.0,50.9682,-114.3851
1839,Sekani,Canada,CAN,Critically endangered,75.0,58.0952,-122.7067
1840,Arawun,Papua New Guinea,PNG,Severely endangered,73.0,-5.5093,145.8929
1841,Siriano (Brazil),Brazil,BRA,Vulnerable,71.0,0.5244,-67.5
1842,Teko,Mexico,MEX,Severely endangered,71.0,15.6582,-92.1427
1843,Anus,Indonesia,IDN,Severely endangered,70.0,-2.1268,139.5126
1844,Awera,Indonesia,IDN,Vulnerable,70.0,-2.7084,136.0395
1845,Boruca,Costa Rica,CRI,Critically endangered,70.0,9.001,-83.323
1846,Doutai,Indonesia,IDN,Severely endangered,70.0,-3.2282,138.2189
1847,East Cape Yupik,Russian Federation,RUS,Critically endangered,70.0,66.0166,-169.7166
1848,Iresim,Indonesia,IDN,Severely endangered,70.0,-3.6011,135.1428
1849,Mafea,Vanuatu,VUT,Definitely endangered,70.0,-15.4219,167.2366
1850,Vilamovian,Poland,POL,Severely endangered,70.0,49.7909,18.762
1851,Western Chocho,Mexico,MEX,Severely endangered,70.0,17.7486,-97.4409
1852,Yankunytjatjara,Australia,AUS,Definitely endangered,70.0,-27.3132,132.0666
1853,Yanyuwa,Australia,AUS,Severely endangered,70.0,-15.9613,136.3842
1854,Yapunda,Papua New Guinea,PNG,Severely endangered,69.0,-3.5,142.4
1855,Bothar,Papua New Guinea,PNG,Severely endangered,68.0,-9.0695,141.155
1856,Kari'ña (Brazil),Brazil,BRA,Definitely endangered,66.0,4.0067,-51.6027
1857,Ritharrngu,Australia,AUS,Definitely endangered,66.0,-13.1543,134.8242
1858,Northern Straits Salish,United States of America,USA,Critically endangered,65.0,48.488,-122.6363
1859,Sumariup,Papua New Guinea,PNG,Severely endangered,65.0,-4.7,143.3
1860,Ixil (Mexico),Mexico,MEX,Critically endangered,64.0,19.508,-89.3188
1861,Orok,Russian Federation,RUS,Critically endangered,64.0,52.3437,143.0557
1862,Carapana (Brazil),Brazil,BRA,Severely endangered,63.0,-3.0966,-65.061
1863,Yan-nhangu,Australia,AUS,Definitely endangered,61.0,-12.094,134.89
1864,Atemble,Papua New Guinea,PNG,Definitely endangered,60.0,-5.1292,144.7421
1865,Bagupi,Papua New Guinea,PNG,Definitely endangered,60.0,-5.0454,145.5822
1866,Carapana (Colombia),Colombia,COL,Definitely endangered,60.0,0.9337,-70.8178
1867,Gooniyandi,Australia,AUS,Severely endangered,60.0,-18.8335,125.9912
1868,Gurrgoni,Australia,AUS,Vulnerable,60.0,-12.1037,134.3408
1869,Kija,Australia,AUS,Severely endangered,60.0,-18.0832,128.1884
1870,Montana Salish,United States of America,USA,Critically endangered,60.0,47.5944,-114.1182
1871,Ngangikurunggurr,Australia,AUS,Severely endangered,60.0,-14.6792,130.3967
1872,Olultecan,Mexico,MEX,Severely endangered,60.0,17.9277,-94.8969
1873,Senaya,Iran (Islamic Republic of),IRN,Critically endangered,60.0,36.2664,50.0042
1874,Tahltan,Canada,CAN,Critically endangered,60.0,57.8451,-129.9745
1875,Tembé,Brazil,BRA,Severely endangered,60.0,-2.6467,-46.7248
1876,Mosimo,Papua New Guinea,PNG,Severely endangered,58.0,-4.9473,145.5551
1877,Tapayuna,Brazil,BRA,Severely endangered,58.0,-10.5559,-53.0639
1878,Bepour,Papua New Guinea,PNG,Severely endangered,57.0,-4.586,145.4184
1879,Faita,Papua New Guinea,PNG,Severely endangered,57.0,-5.657,145.5001
1880,Teribe (Costa Rica),Costa Rica,CRI,Critically endangered,57.0,9.0593,-83.2876
1881,Kiliwa,Mexico,MEX,Critically endangered,56.0,31.25,-115.6166
1882,Moere,Papua New Guinea,PNG,Severely endangered,56.0,-4.6038,145.437
1883,Baure,Bolivia (Plurinational State of),BOL,Critically endangered,55.0,-13.1008,-64.5007
1884,Southern Haida,Canada,CAN,Critically endangered,55.0,53.2697,-131.9861
1885,Tlingit (Canada),Canada,CAN,Critically endangered,55.0,60.171,-132.7395
1886,Upper Tanana (United States of America),United States of America,USA,Critically endangered,55.0,62.6867,-141.2182
1887,Zapotec of Asunción Tlacolulita,Mexico,MEX,Critically endangered,53.0,16.3,-95.7166
1888,Trumai,Brazil,BRA,Critically endangered,51.0,-11.8807,-53.6009
1889,Arabela,Peru,PER,Severely endangered,50.0,-1.5818,-75.3881
1890,Arha,New Caledonia (France),NCL,Critically endangered,50.0,-21.3047,165.0146
1891,Banjima,Australia,AUS,Severely endangered,50.0,-22.289,119.3774
1892,Bella Coola,Canada,CAN,Critically endangered,50.0,52.3823,-126.7255
1893,Budong-Budong,Indonesia,IDN,Critically endangered,50.0,-2.0601,119.3074
1894,Bulgebi,Papua New Guinea,PNG,Definitely endangered,50.0,-5.7485,146.4532
1895,Chiquitano (Brazil),Brazil,BRA,Critically endangered,50.0,-17.4345,-58.0627
1896,Forest Yukagir,Russian Federation,RUS,Critically endangered,50.0,65.4936,151.0757
1897,Gorovu,Papua New Guinea,PNG,Severely endangered,50.0,-4.5,144.6
1898,Iduh (Lao PDR),Lao People's Democratic Republic,LAO,Critically endangered,50.0,19.3292,103.3758
1899,Karaim (Lithuania),Lithuania,LTU,Severely endangered,50.0,54.642,24.9499
1900,Kasong,"Cambodia, Thailand","KHM, THA",Critically endangered,50.0,12.564,102.529
1901,Kayupulau,Indonesia,IDN,Critically endangered,50.0,-2.5464,140.725
1902,Lolak,Indonesia,IDN,Critically endangered,50.0,0.8569,124.0081
1903,Maku'a,Timor-Leste,TLS,Critically endangered,50.0,-8.4017,127.2271
1904,Makurap,Brazil,BRA,Severely endangered,50.0,-12.1682,-63.0285
1905,Miriwoong,Australia,AUS,Critically endangered,50.0,-16.7631,128.9025
1906,Moraori,Indonesia,IDN,Severely endangered,50.0,-8.7113,140.7128
1907,Nakkara,Australia,AUS,Severely endangered,50.0,-12.1145,134.5825
1908,Ngarinman,Australia,AUS,Severely endangered,50.0,-16.6782,129.7485
1909,Norfolk-Pitcairn (Pitcairn),Pitcairn  (U.K.),PCN,Vulnerable,50.0,-24.3721,-128.3203
1910,Omaha-Ponca,United States of America,USA,Critically endangered,50.0,42.0817,-96.4855
1911,Omotik,Kenya,KEN,Critically endangered,50.0,-1.115,35.9143
1912,Onge,India,IND,Critically endangered,50.0,10.639,92.4938
1913,Patua,China,CHN,Critically endangered,50.0,22.1632,113.5464
1914,Paulohi,Indonesia,IDN,Critically endangered,50.0,-3.2721,128.757
1915,Potawatomi (Kansas),United States of America,USA,Critically endangered,50.0,39.3251,-95.8495
1916,Potawatomi (Michigan),United States of America,USA,Critically endangered,50.0,45.0269,-84.1992
1917,Potawatomi (Oklahoma),United States of America,USA,Critically endangered,50.0,35.3135,-96.9255
1918,Potawatomi (Wisconsin),United States of America,USA,Critically endangered,50.0,45.5601,-88.83
1919,Salas,Indonesia,IDN,Severely endangered,50.0,-3.135,130.5505
1920,Samray,"Cambodia, Thailand","KHM, THA",Critically endangered,50.0,13.685,101.5931
1921,Sapé,Venezuela (Bolivarian Republic of),VEN,Critically endangered,50.0,5.0033,-63.5449
1922,Sentilese,India,IND,Critically endangered,50.0,11.5446,92.2576
1923,Sian,Malaysia,MYS,Severely endangered,50.0,2.3854,114.3354
