,name,countries,country codes alpha 3,endangerment,speakers,latitude,longitude
1320,Koke,Chad,TCD,Severely endangered,600.0,10.8575,18.1315
1321,Kowiai,Indonesia,IDN,Vulnerable,600.0,-3.9437,134.0881
1322,Kuikuro,Brazil,BRA,Vulnerable,600.0,-12.35,-53.21
1323,Laiyolo,Indonesia,IDN,Definitely endangered,600.0,-6.3862,120.4733
1324,Mo'da,Sudan,SDN,Critically endangered,600.0,6.5008,29.9377
1325,Northern Selkup,Russian Federation,RUS,Severely endangered,600.0,65.7035,82.4441
1326,Penrhyn,Cook Islands,COK,Severely endangered,600.0,-9.0153,-158.0218
1327,Pintupi,Australia,AUS,Vulnerable,600.0,-22.8882,128.3203
1328,Piratapuya (Colombia),Colombia,COL,Critically endangered,600.0,0.8333,-69.5
1329,Siona / Secoya (Ecuador),Ecuador,ECU,Severely endangered,600.0,-0.0659,-76.3989
1330,Sonsorol,Palau,PLW,Severely endangered,600.0,7.4278,134.5495
1331,Teanu,Solomon Islands,SLB,Definitely endangered,600.0,-11.6219,166.9633
1332,Yaminahua (Brazil),Brazil,BRA,Vulnerable,600.0,-10.6606,-69.6972
1333,Andoke,Colombia,COL,Severely endangered,597.0,-0.769,-72.2351
1334,Southern Tlapanec,Mexico,MEX,Severely endangered,592.0,16.7325,-98.6034
1335,Orowe,New Caledonia (France),NCL,Definitely endangered,587.0,-21.4223,165.4678
1336,Mosetén,Bolivia (Plurinational State of),BOL,Severely endangered,585.0,-15.4113,-67.5
1337,Chatong,Lao People's Democratic Republic,LAO,Definitely endangered,580.0,15.65,107.1166
1338,Norfolk-Pitcairn (Norfolk),Norfolk Island (Australia),NFK,Definitely endangered,580.0,-29.0225,167.9425
1339,Nunatsiavummiutut,Canada,CAN,Definitely endangered,575.0,56.532,-61.7408
1340,Shuswap,Canada,CAN,Definitely endangered,570.0,51.7886,-122.2286
1341,Xaragure,New Caledonia (France),NCL,Vulnerable,566.0,-21.8054,166.4964
1342,Tapirapé,Brazil,BRA,Vulnerable,564.0,-10.6606,-50.4602
1343,Lacandón,Mexico,MEX,Critically endangered,563.0,16.706,-91.0641
1344,Zapotec of Zimatlán de Álvarez,Mexico,MEX,Definitely endangered,562.0,16.8666,-96.7833
1345,Chilcotin,Canada,CAN,Definitely endangered,560.0,52.031,-123.1678
1346,Chácobo,Bolivia (Plurinational State of),BOL,Definitely endangered,550.0,-11.3454,-65.8135
1347,Gao,Solomon Islands,SLB,Vulnerable,550.0,-8.3514,159.8167
1348,Geme,Central African Republic,CAF,Critically endangered,550.0,8.4941,20.6378
1349,Karore,Papua New Guinea,PNG,Vulnerable,550.0,-6.1542,149.8205
1350,Yuhup (Colombia),Colombia,COL,Definitely endangered,550.0,-0.5493,-69.9169
1351,Western Tlapanec,Mexico,MEX,Vulnerable,549.0,17.4101,-99.2423
1352,Hinukh,Russian Federation,RUS,Definitely endangered,548.0,42.1801,45.977
1353,Anuki,Papua New Guinea,PNG,Definitely endangered,542.0,-9.6522,149.7656
1354,Imeraguen,Mauritania,MRT,Definitely endangered,534.0,18.9166,-15.996
1355,Narpa,Nepal,NPL,Definitely endangered,533.0,28.7315,84.261
1356,Akatek (Mexico),Mexico,MEX,Vulnerable,532.0,16.7823,-93.1061
1357,Naskapi,Canada,CAN,Vulnerable,525.0,54.903,-66.802
1358,Archi,Russian Federation,RUS,Definitely endangered,524.0,41.9839,46.8127
1359,Yawanawá,Brazil,BRA,Vulnerable,519.0,-10.8333,-70.0927
1360,Raute,Nepal,NPL,Severely endangered,518.0,28.9744,80.7969
1361,Seri,Mexico,MEX,Vulnerable,518.0,29.2333,-112.2
1362,Western Popoloc,Mexico,MEX,Severely endangered,516.0,18.4141,-98.0176
1363,Yaqui (United States of America),United States of America,USA,Definitely endangered,510.0,32.1158,-111.0638
1364,Kalapalo,Brazil,BRA,Vulnerable,506.0,-12.1574,-53.2521
1365,Nganasan,Russian Federation,RUS,Severely endangered,505.0,72.816,91.582
1366,Jakaltek (Mexico),Mexico,MEX,Severely endangered,504.0,16.3137,-93.2084
1367,Zapotec of San Antonino el Alto,Mexico,MEX,Definitely endangered,504.0,16.8166,-97.0333
1368,Purum,India,IND,Critically endangered,503.0,24.3521,93.5925
1369,Aheu,Lao People's Democratic Republic,LAO,Definitely endangered,500.0,18.4333,104.5
1370,Amahuaca,Peru,PER,Severely endangered,500.0,-10.8764,-72.29
1371,Anfillo,Ethiopia,ETH,Critically endangered,500.0,8.5049,34.7415
1372,Arbanasi,Croatia,HRV,Severely endangered,500.0,44.0994,15.2545
1373,Baniva,Venezuela (Bolivarian Republic of),VEN,Severely endangered,500.0,2.8333,-67.5219
1374,Bataan Ayta,Philippines,PHL,Definitely endangered,500.0,14.4324,120.4788
1375,Bats,Georgia,GEO,Severely endangered,500.0,42.0982,45.0878
1376,Black Mountain,Bhutan,BTN,Definitely endangered,500.0,27.1955,90.43
1377,Busoa,Indonesia,IDN,Vulnerable,500.0,-5.5722,122.6074
1378,Chong,"Cambodia, Thailand","KHM, THA",Severely endangered,500.0,12.9506,102.0374
1379,Domaaki,Pakistan,PAK,Severely endangered,500.0,36.0979,73.9627
1380,Ganan,Myanmar,MMR,Severely endangered,500.0,24.2317,95.3778
1381,Havasupai,United States of America,USA,Definitely endangered,500.0,36.2429,-112.6897
1382,Kensiw (Thailand),Thailand,THA,Severely endangered,500.0,7.1712,99.7915
1383,Khmin,China,CHN,Vulnerable,500.0,22.0469,100.8065
1384,Khvarshi,Russian Federation,RUS,Definitely endangered,500.0,42.3417,46.1212
1385,Kundal Shahi,"India, Pakistan","IND, PAK",Definitely endangered,500.0,34.55,73.8833
1386,Laghuu,Viet Nam,VNM,Definitely endangered,500.0,23.6166,105.6833
1387,Laha (Lao Cai),Viet Nam,VNM,Definitely endangered,500.0,22.0333,103.75
1388,Laha (Son La),Viet Nam,VNM,Definitely endangered,500.0,21.4666,103.75
1389,Langa,Cameroon,CMR,Severely endangered,500.0,6.5404,11.6427
1390,Laxudumau,Papua New Guinea,PNG,Vulnerable,500.0,-2.8922,151.2467
1391,Majera,Cameroon,CMR,Critically endangered,500.0,11.3231,14.9839
1392,Maliseet-Passamaquoddy,United States of America,USA,Severely endangered,500.0,44.9572,-67.0496
1393,Mikasuki,United States of America,USA,Vulnerable,500.0,26.3202,-80.9877
1394,Mlomp,Senegal,SEN,Critically endangered,500.0,12.7421,-16.4904
1395,Onin,Indonesia,IDN,Vulnerable,500.0,-2.9745,132.2383
1396,Ormu,Indonesia,IDN,Vulnerable,500.0,-2.5136,140.6675
1397,Palikur (French Guyana),French Guiana (France),GUF,Severely endangered,500.0,3.908,-51.9873
1398,Pemon (Brazil),Brazil,BRA,Vulnerable,500.0,4.664,-60.216
1399,Quechua of Chachapoyas,Peru,PER,Critically endangered,500.0,-6.2606,-77.7722
1400,Samatu,China,CHN,Critically endangered,500.0,24.2105,98.9655
1401,Seke,Nepal,NPL,Vulnerable,500.0,28.9282,83.8249
1402,Siona / Secoya (Colombia),Colombia,COL,Critically endangered,500.0,0.493,-76.2464
1403,South Saami,"Norway, Sweden","NOR, SWE",Severely endangered,500.0,64.2063,13.4802
1404,Taikat,Indonesia,IDN,Definitely endangered,500.0,-2.8429,140.846
1405,Taloki,Indonesia,IDN,Definitely endangered,500.0,-4.5928,122.8628
1406,Tamki,Chad,TCD,Critically endangered,500.0,11.48,18.2125
1407,Tawahka,Honduras,HND,Severely endangered,500.0,15.3602,-85.1373
1408,Thavung (Thailand),Thailand,THA,Severely endangered,500.0,17.3168,103.5142
1409,Tomadino,Indonesia,IDN,Definitely endangered,500.0,-2.5836,121.9729
1410,Toratán,Indonesia,IDN,Definitely endangered,500.0,1.0354,124.7985
1411,Tunisian Judeo-Arabic (Tunisia),Tunisia,TUN,Critically endangered,500.0,33.8795,10.0634
1412,Ulwa,Nicaragua,NIC,Severely endangered,500.0,12.8894,-83.5779
1413,"Ute (Colorado, Ute Mountain)",United States of America,USA,Severely endangered,500.0,37.2105,-108.7223
1414,Walmajarri,Australia,AUS,Definitely endangered,500.0,-19.9939,125.5297
1415,Warekena (Venezuela),Venezuela (Bolivarian Republic of),VEN,Severely endangered,500.0,2.5479,-67.2802
1416,Boguru,"Democratic Republic of the Congo, Sudan","ZAI, SDN",Critically endangered,494.0,4.3902,29.2016
1417,Pukobyê,Brazil,BRA,Vulnerable,494.0,-5.3316,-46.7138
1418,Swoeng,Lao People's Democratic Republic,LAO,Definitely endangered,492.0,15.3333,106.75
1419,Wali,Sudan,SDN,Critically endangered,487.0,11.9372,29.3005
1420,Gavião do Pará,Brazil,BRA,Vulnerable,476.0,-5.1784,-48.999
1421,Malecite,"Canada, United States of America","CAN, USA",Definitely endangered,475.0,46.8023,-67.6686
1422,Ninam (Brazil),Brazil,BRA,Vulnerable,466.0,3.1185,-62.9736
1423,Zoró,Brazil,BRA,Vulnerable,464.0,-10.9519,-61.0729
1424,Sanema (Brazil),Brazil,BRA,Vulnerable,462.0,2.8113,-63.0615
1425,Ixtenco Otomí,Mexico,MEX,Severely endangered,461.0,19.2495,-97.8943
1426,Ottawa (Michigan),United States of America,USA,Critically endangered,459.0,43.5971,-84.7752
1427,Kanela Apaniekra,Brazil,BRA,Vulnerable,458.0,-6.2716,-46.1865
1428,Satawal,Micronesia (Federated States of),FSM,Severely endangered,458.0,7.3406,147.041
1429,Chatino of Zacatepec,Mexico,MEX,Definitely endangered,453.0,16.1333,-97.35
1430,Demisa,Indonesia,IDN,Definitely endangered,450.0,-2.7016,136.6699
1431,Koasati (Louisiana),United States of America,USA,Definitely endangered,450.0,30.4855,-92.8494
1432,Koasati (Texas),United States of America,USA,Definitely endangered,450.0,30.7155,-94.6965
1433,Nanti,Peru,PER,Vulnerable,450.0,-11.6629,-72.6965
1434,Shabo,Ethiopia,ETH,Severely endangered,450.0,7.327,35.2935
1435,Sharanahua,Peru,PER,Severely endangered,450.0,-10.3365,-70.9277
1436,Siona  Secoya (Peru),Peru,PER,Definitely endangered,450.0,-0.5712,-74.8828
1437,Tolomako,Vanuatu,VUT,Definitely endangered,450.0,-15.1834,166.8438
1438,Enawenê-Nawê,Brazil,BRA,Vulnerable,445.0,-12.5223,-59.7656
1439,Valle Nacional Chinantec,Mexico,MEX,Definitely endangered,442.0,17.7747,-96.3034
1440,Gavião de Rondônia,Brazil,BRA,Vulnerable,436.0,-10.4445,-61.6992
1441,Tabasco Náhuatl,Mexico,MEX,Critically endangered,434.0,18.0026,-93.3722
1442,Sera,Papua New Guinea,PNG,Severely endangered,432.0,-3.0033,141.9158
1443,Yecuana (Brazil),Brazil,BRA,Vulnerable,430.0,2.8552,-63.3251
1444,Alabugat Tatar,Russian Federation,RUS,Definitely endangered,422.0,45.4447,47.0324
1445,"Zapotec of the Southern mountains, eastern lowlands",Mexico,MEX,Definitely endangered,420.0,16.2,-96.7
1446,Western Otomí,Mexico,MEX,Severely endangered,415.0,19.4335,-100.3456
1447,Moose Cree,Canada,CAN,Vulnerable,405.0,52.2827,-81.6276
1448,Tlahuica,Mexico,MEX,Severely endangered,405.0,18.9664,-99.4137
1449,Katukina do Acre,Brazil,BRA,Severely endangered,404.0,-6.4899,-69.2578
1450,Abai Sungai,Malaysia,MYS,Definitely endangered,400.0,5.587,118.3695
1451,Barasana (Colombia),Colombia,COL,Critically endangered,400.0,0.0769,-70.3894
1452,Beezen,Cameroon,CMR,Severely endangered,400.0,6.7518,10.0744
1453,Buga,Sudan,SDN,Critically endangered,400.0,8.2495,25.7574
1454,Cheyenne (Oklahoma),United States of America,USA,Severely endangered,400.0,35.6022,-97.9766
1455,Cimbrian,Italy,ITA,Definitely endangered,400.0,45.867,11.4268
1456,Cobiana,"Guinea-Bissau, Senegal","GNB, SEN",Critically endangered,400.0,12.4017,-16.3229
1457,Dagur (Amur),China,CHN,Critically endangered,400.0,49.5252,127.5402
1458,Dahalo,Kenya,KEN,Severely endangered,400.0,-2.2625,40.7537
1459,Émérillon,French Guiana (France),GUF,Severely endangered,400.0,2.8991,-52.8881
1460,Gagauz (Maritime),"Bulgaria, Romania","BGR, ROU",Severely endangered,400.0,43.2932,27.9602
1461,Hijuk,Cameroon,CMR,Critically endangered,400.0,4.2861,10.4919
1462,Hobyot,"Oman, Yemen","OMN, YEM",Severely endangered,400.0,16.6388,53.0612
1463,Inari Saami,Finland,FIN,Severely endangered,400.0,68.8446,27.2817
1464,Istriot,Croatia,HRV,Severely endangered,400.0,45.0541,13.7246
1465,Kalao,Indonesia,IDN,Definitely endangered,400.0,-7.3134,121.0034
1466,Kamaiurá,Brazil,BRA,Vulnerable,400.0,-12.1655,-53.4292
1467,Kickapoo (Kansas),United States of America,USA,Severely endangered,400.0,39.6972,-95.7089
1468,Kickapoo (Oklahoma),United States of America,USA,Severely endangered,400.0,35.4245,-97.0713
1469,Kickapoo (Texas),United States of America,USA,Severely endangered,400.0,28.6147,-100.4386
1470,Kiowa,United States of America,USA,Severely endangered,400.0,35.1016,-98.6197
1471,Koroni,Indonesia,IDN,Definitely endangered,400.0,-2.6412,121.9894
1472,Lamongse,India,IND,Critically endangered,400.0,7.3134,93.6968
1473,Ndunda,Nigeria,NGA,Severely endangered,400.0,6.9482,10.9698
1474,Northern Paiute (Nevada),United States of America,USA,Definitely endangered,400.0,41.9979,-117.7193
1475,Pupeo,China,CHN,Definitely endangered,400.0,23.1666,105.1
1476,Rapa,French Polynesia (France),PYF,Severely endangered,400.0,-27.8973,-143.5034
1477,Red Gelao (China),China,CHN,Critically endangered,400.0,26.2553,105.8571
1478,Sengseng,Papua New Guinea,PNG,Vulnerable,400.0,-6.0681,150.2792
1479,Sirionó,Bolivia (Plurinational State of),BOL,Severely endangered,400.0,-14.557,-63.7316
1480,Talondo,Indonesia,IDN,Definitely endangered,400.0,-2.3723,119.3774
1481,"Yaminahua (Bolivia, Peru)","Bolivia (Plurinational State of), Peru","BOL, PER",Severely endangered,400.0,-10.7469,-71.7297
1482,Mixtec of Zapotitlán,Mexico,MEX,Severely endangered,396.0,18.3333,-97.4666
1483,Sanema (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,393.0,4.4669,-64.1931
1484,Ts'ixa,Botswana,BWA,Definitely endangered,390.0,-18.9894,23.692
1485,Pirahã,Brazil,BRA,Vulnerable,389.0,-6.9264,-61.1279
1486,Mixtec of San Pedro Tidaá,Mexico,MEX,Severely endangered,384.0,17.35,-97.3833
1487,Yerong,China,CHN,Severely endangered,380.0,23.0732,106.0789
1488,A'ingae / Cofan (Colombia),Colombia,COL,Severely endangered,379.0,0.4525,-76.9191
1489,Halkomelem,"Canada, United States of America","CAN, USA",Severely endangered,375.0,48.7715,-123.6678
1490,Yudja,Brazil,BRA,Vulnerable,362.0,-10.956,-53.3235
1491,Kisêdjê,Brazil,BRA,Vulnerable,351.0,-11.5795,-53.031
1492,Auye,Indonesia,IDN,Vulnerable,350.0,-3.5627,135.9915
1493,Awyi,Indonesia,IDN,Vulnerable,350.0,-2.943,140.6359
1494,Bierebo,Vanuatu,VUT,Vulnerable,350.0,-16.6539,168.1539
1495,Fayu,Indonesia,IDN,Vulnerable,350.0,-3.1,136.8
1496,Labo,Vanuatu,VUT,Vulnerable,350.0,-16.4492,167.4481
1497,Mra,"China, India","CHN, IND",Critically endangered,350.0,28.3914,93.3837
1498,Myky,Brazil,BRA,Vulnerable,350.0,-12.5331,-59.5019
1499,Na,"China, India","CHN, IND",Critically endangered,350.0,28.4638,93.3041
1500,Nadëb,Brazil,BRA,Definitely endangered,350.0,-1.9771,-67.0166
1501,Taje,Indonesia,IDN,Critically endangered,350.0,-0.747,120.086
1502,Tenharim,Brazil,BRA,Severely endangered,350.0,-8.4071,-61.1499
1503,Mako,Venezuela (Bolivarian Republic of),VEN,Critically endangered,345.0,4.2149,-65.7421
1504,Barām,Nepal,NPL,Critically endangered,342.0,28.041,84.629
1505,Ikpeng,Brazil,BRA,Vulnerable,342.0,-11.7376,-53.616
1506,Gardiol,Italy,ITA,Severely endangered,340.0,39.4658,15.9933
1507,Araweté,Brazil,BRA,Vulnerable,339.0,-5.1347,-52.3388
1508,Northern Pame,Mexico,MEX,Definitely endangered,337.0,21.9955,-99.6458
1509,Thompson,Canada,CAN,Severely endangered,335.0,50.1909,-120.8431
1510,Serili,Indonesia,IDN,Vulnerable,328.0,-8.1136,129.9023
1511,Kaningara,Papua New Guinea,PNG,Vulnerable,327.0,-4.5784,143.3612
1512,Misantla Totonac,Mexico,MEX,Critically endangered,325.0,19.865,-96.7755
1513,Nemi,New Caledonia (France),NCL,Definitely endangered,325.0,-20.6494,164.6878
1514,Nambiquara do Norte,Brazil,BRA,Vulnerable,323.0,-11.8028,-59.8095
1515,Matís,Brazil,BRA,Vulnerable,322.0,-6.1405,-70.664
1516,Wauja,Brazil,BRA,Vulnerable,321.0,-12.2554,-53.5899
1517,Benggoi,Indonesia,IDN,Definitely endangered,320.0,-3.0748,130.0918
1518,Karitiana,Brazil,BRA,Vulnerable,320.0,-9.7307,-64.0942
1519,Apalai,Brazil,BRA,Vulnerable,317.0,1.2084,-55.1074
1520,Kwak'wala,"Canada, United States of America","CAN, USA",Critically endangered,315.0,50.7338,-127.4982
1521,Southern Zoque,Mexico,MEX,Definitely endangered,312.0,16.7138,-93.1194
1522,Tilung,Nepal,NPL,Definitely endangered,310.0,27.1501,86.5077
1523,Opuuo,Ethiopia,ETH,Critically endangered,307.0,8.3202,33.8873
1524,Panará,Brazil,BRA,Vulnerable,306.0,-9.449,-54.5965
1525,Aka,India,IND,Critically endangered,300.0,11.0112,34.2333
1526,Bakole,Cameroon,CMR,Critically endangered,300.0,4.5764,8.8439
1527,Bathari,Oman,OMN,Critically endangered,300.0,17.8846,55.5853
1528,Brokkat,Bhutan,BTN,Definitely endangered,300.0,27.5618,90.6152
1529,Duwet,Papua New Guinea,PNG,Vulnerable,300.0,-6.4763,146.8377
1530,Faire Atta,Philippines,PHL,Severely endangered,300.0,18.027,120.4929
1531,Green Gelao (China),China,CHN,Critically endangered,300.0,27.7022,106.0952
1532,Green Gelao (Viet Nam),Viet Nam,VNM,Critically endangered,300.0,23.1333,105.25
1533,Guatuso,Costa Rica,CRI,Severely endangered,300.0,10.6723,-84.8256
1534,Gupapuyngu,Australia,AUS,Vulnerable,300.0,-12.6624,136.549
1535,Istro-Romanian,Croatia,HRV,Severely endangered,300.0,45.3907,14.436
1536,Jicarilla Apache,United States of America,USA,Severely endangered,300.0,36.9336,-106.9984
1537,Kandas,Papua New Guinea,PNG,Vulnerable,300.0,-4.4121,152.7868
1538,Kangjia,China,CHN,Severely endangered,300.0,36.0757,102.2991
1539,Kaxarari,Brazil,BRA,Critically endangered,300.0,-9.5682,-66.1596
1540,Kwansu,Indonesia,IDN,Vulnerable,300.0,-2.5383,140.2061
1541,Legenyem,Indonesia,IDN,Vulnerable,300.0,-0.3186,130.7345
1542,Mandaic,"Iran (Islamic Republic of), Iraq","IRN, IRQ",Critically endangered,300.0,31.3348,48.7023
1543,Mangareva,French Polynesia (France),PYF,Severely endangered,300.0,-23.1226,-134.978
1544,Mani,"Guinea, Sierra Leone","GIN, SLE",Critically endangered,300.0,9.1129,-13.2165
1545,Maniq,Thailand,THA,Definitely endangered,300.0,7.35,99.9333
1546,Mono,Cameroon,CMR,Critically endangered,300.0,8.6679,14.1723
1547,Northern Paiute (Oregon),United States of America,USA,Critically endangered,300.0,43.5883,-119.0595
1548,Phong,Lao People's Democratic Republic,LAO,Definitely endangered,300.0,18.3333,105.0
1549,Shanenawa,Brazil,BRA,Vulnerable,300.0,-8.1014,-70.2129
1550,Sissano,Papua New Guinea,PNG,Critically endangered,300.0,-3.0129,142.0491
1551,Skolt Saami,"Finland, Norway, Russian Federation","FIN, NOR, RUS",Severely endangered,300.0,69.5333,28.6269
1552,Tarpia,Indonesia,IDN,Severely endangered,300.0,-2.3723,140.0317
1553,Tause,Indonesia,IDN,Vulnerable,300.0,-2.8744,136.2469
1554,Thaayorre,Australia,AUS,Definitely endangered,300.0,-15.0867,141.7167
1555,Tlingit (United States of America),United States of America,USA,Critically endangered,300.0,58.334,-133.7475
1556,Tol,Honduras,HND,Critically endangered,300.0,15.293,-87.1416
1557,Tsakonian,Greece,GRC,Critically endangered,300.0,37.1712,22.7911
1558,Tuahka,Nicaragua,NIC,Severely endangered,300.0,13.838,-84.4409
1559,Ute (Utah),United States of America,USA,Severely endangered,300.0,40.2329,-109.8223
1560,Vedda,Sri Lanka,LKA,Definitely endangered,300.0,7.346,81.3935
1561,Vera'a,Vanuatu,VUT,Definitely endangered,300.0,-13.872,167.4323
1562,Warapu,Papua New Guinea,PNG,Severely endangered,300.0,-2.9876,141.9838
1563,Waru,Indonesia,IDN,Definitely endangered,300.0,-3.4393,121.9921
1564,Yawarana,Venezuela (Bolivarian Republic of),VEN,Severely endangered,300.0,5.3863,-66.0058
1565,Yimas,Papua New Guinea,PNG,Severely endangered,300.0,-4.6038,143.6077
1566,Tilapa Otomí,Mexico,MEX,Severely endangered,292.0,18.8923,-99.2986
1567,Paumarí,Brazil,BRA,Severely endangered,290.0,-5.8947,-64.5996
1568,Wayana (Brazil),Brazil,BRA,Vulnerable,288.0,1.3182,-55.2612
1569,Achagua,Colombia,COL,Severely endangered,283.0,4.434,-70.8837
1570,Guajá,Brazil,BRA,Vulnerable,283.0,-3.4914,-46.2963
1571,Maniwaki Algonquin,Canada,CAN,Severely endangered,280.0,46.3392,-76.0485
1572,Alabama,United States of America,USA,Definitely endangered,275.0,30.7158,-94.7028
1573,Cocopa (Arizona),United States of America,USA,Severely endangered,275.0,32.608,-114.6497
1574,Miltu,Chad,TCD,Critically endangered,272.0,10.2149,17.3913
1575,Arara do Pará,Brazil,BRA,Vulnerable,271.0,-3.7546,-52.976
1576,Kaki Ae,Papua New Guinea,PNG,Vulnerable,266.0,-7.9653,145.7858
1577,Nisga'a,Canada,CAN,Severely endangered,265.0,55.2035,-129.07
1578,"Zapotec of the Valleys, central",Mexico,MEX,Severely endangered,257.0,16.85,-96.6666
1579,Bosilewa,Papua New Guinea,PNG,Vulnerable,250.0,-9.449,150.661
1580,Caquinte Campa,Peru,PER,Definitely endangered,250.0,-11.146,-73.4765
1581,Gwich'in (Canada),Canada,CAN,Severely endangered,250.0,67.4407,-134.8272
1582,Kaibobo,Indonesia,IDN,Definitely endangered,250.0,-3.1843,128.1829
1583,Kaiep,Papua New Guinea,PNG,Vulnerable,250.0,-3.6666,143.8166
1584,Kaiy,Indonesia,IDN,Vulnerable,250.0,-2.943,138.1777
1585,Laji,China,CHN,Critically endangered,250.0,22.5304,105.885
1586,Lehali,Vanuatu,VUT,Vulnerable,250.0,-13.5205,167.2998
1587,Lillooet,Canada,CAN,Severely endangered,250.0,50.3326,-122.6789
1588,Löyöp,Vanuatu,VUT,Vulnerable,250.0,-13.5311,167.3368
1589,Nyangumarta,Australia,AUS,Vulnerable,250.0,-20.016,120.4101
1590,Pear,Cambodia,KHM,Severely endangered,250.0,12.4666,102.65
1591,Ruc,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Definitely endangered,250.0,17.6833,105.7833
1592,Sause,Indonesia,IDN,Severely endangered,250.0,-3.1706,139.7515
1593,Texistepecan,Mexico,MEX,Severely endangered,250.0,17.8941,-94.8163
1594,Winnebago (Nebraska),United States of America,USA,Severely endangered,250.0,42.2475,-96.4722
1595,Winnebago (Wisconsin),United States of America,USA,Severely endangered,250.0,44.2986,-90.8508
1596,Zapotec of San Bartolo Yautepec,Mexico,MEX,Severely endangered,246.0,16.4333,-95.9666
1597,Mixtec of San Miguel Piedras,Mexico,MEX,Severely endangered,243.0,17.0,-97.05
1598,North Alaskan Inupiaq (Canada),Canada,CAN,Severely endangered,240.0,68.3217,-133.532
1599,Waiwai (Guyana),Guyana,GUY,Vulnerable,240.0,1.5598,-58.5131
1600,As,Indonesia,IDN,Vulnerable,230.0,-0.736,131.7727
1601,Siglitun,Canada,CAN,Severely endangered,230.0,69.4386,-132.9998
1602,K'iche' (Mexico),Mexico,MEX,Definitely endangered,226.0,19.3482,-90.7177
1603,Paipai,Mexico,MEX,Severely endangered,226.0,29.65,-115.1333
1604,Garuwahi,Papua New Guinea,PNG,Definitely endangered,225.0,-10.2284,150.4083
1605,Picuris,United States of America,USA,Vulnerable,225.0,36.1914,-105.7151
1606,Neku,New Caledonia (France),NCL,Severely endangered,221.0,-21.5169,165.4568
1607,Tiri,New Caledonia (France),NCL,Definitely endangered,221.0,-21.6141,165.7836
1608,Danisi,Botswana,BWA,Critically endangered,220.0,-19.4769,25.2136
1609,Emplawas,Indonesia,IDN,Definitely endangered,220.0,-8.0374,129.7375
1610,Mixtec of the northeast lowlands,Mexico,MEX,Severely endangered,220.0,17.5333,-97.35
1611,Musom,Papua New Guinea,PNG,Definitely endangered,219.0,-6.5391,146.9119
1612,Pwaamèi,New Caledonia (France),NCL,Definitely endangered,219.0,-20.8767,164.7413
1613,"Zapotec of the Valleys, west",Mexico,MEX,Definitely endangered,211.0,16.2666,-96.8833
1614,Karo,Brazil,BRA,Vulnerable,208.0,-10.5749,-61.5893
1615,Cocopa (Mexico),Mexico,MEX,Definitely endangered,206.0,32.25,-115.25
1616,Korúbo,Brazil,BRA,Vulnerable,205.0,-5.8346,-70.9277
1617,Aja,Sudan,SDN,Critically endangered,200.0,8.6136,25.2465
1618,Antakirinya,Australia,AUS,Definitely endangered,200.0,-26.7848,134.2968
1619,Bana,Lao People's Democratic Republic,LAO,Severely endangered,200.0,20.4836,100.3161
1620,Baras,Indonesia,IDN,Severely endangered,200.0,-1.8838,119.3774
1621,Batak,Philippines,PHL,Definitely endangered,200.0,10.1081,119.0
1622,Birri,Central African Republic,CAF,Critically endangered,200.0,5.4902,26.8505
1623,Bonggo,Indonesia,IDN,Severely endangered,200.0,-2.2461,139.5208
1624,Central Siberian Yupik (Chukotka),Russian Federation,RUS,Severely endangered,200.0,64.546,-173.128
1625,Chawte,Myanmar,MMR,Definitely endangered,200.0,24.1918,94.2736
1626,Che Wong,Malaysia,MYS,Definitely endangered,200.0,3.6271,102.1907
1627,Defaka,Nigeria,NGA,Critically endangered,200.0,4.538,7.5311
1628,Doga,Papua New Guinea,PNG,Definitely endangered,200.0,-9.6278,149.8384
1629,Dorig,Vanuatu,VUT,Definitely endangered,200.0,-14.3236,167.5669
1630,Dukha,Mongolia,MNG,Severely endangered,200.0,51.9307,98.9318
1631,Emae,Vanuatu,VUT,Vulnerable,200.0,-17.0567,168.3956
1632,Erokwanas,Indonesia,IDN,Vulnerable,200.0,-2.8113,132.6708
1633,Gowro,Pakistan,PAK,Severely endangered,200.0,35.0254,72.9341
1634,Hayu,Nepal,NPL,Critically endangered,200.0,27.2912,86.0696
1635,Hidatsa,United States of America,USA,Definitely endangered,200.0,47.7321,-102.6758
1636,Ingrian,Russian Federation,RUS,Severely endangered,200.0,59.7397,28.7017
1637,Iwaidja,Australia,AUS,Vulnerable,200.0,-11.4592,132.55
1638,Kadai,Indonesia,IDN,Definitely endangered,200.0,-1.7465,125.2606
1639,Kao,Indonesia,IDN,Definitely endangered,200.0,1.1479,127.8204
1640,Karo,Ethiopia,ETH,Critically endangered,200.0,5.2003,36.0681
1641,Kelo,Sudan,SDN,Critically endangered,200.0,9.4463,34.0219
1642,Kokota,Solomon Islands,SLB,Vulnerable,200.0,-8.0347,159.1781
1643,Koneraw,Indonesia,IDN,Vulnerable,200.0,-8.3854,137.9415
1644,Koroshi,Iran (Islamic Republic of),IRN,Critically endangered,200.0,29.8978,52.6574
1645,Magori,Papua New Guinea,PNG,Vulnerable,200.0,-10.2554,149.2108
1646,Maung,Australia,AUS,Vulnerable,200.0,-11.913,133.7255
1647,Mehináku,Brazil,BRA,Vulnerable,200.0,-12.5423,-53.2403
